time, open, high, low, close, volume
"2025.05.22,10:00",3326.50,3327.61,3325.35,3325.69,402
"2025.05.22,10:05",3325.67,3326.58,3323.99,3326.28,382
"2025.05.22,10:10",3326.45,3327.27,3325.47,3325.59,359
"2025.05.22,10:15",3325.42,3325.99,3322.61,3325.99,407
"2025.05.22,10:20",3326.03,3330.82,3325.93,3330.22,384
"2025.05.22,10:25",3330.35,3331.22,3329.02,3329.83,390
"2025.05.22,10:30",3329.77,3330.42,3326.58,3327.46,490
"2025.05.22,10:35",3327.63,3328.86,3325.90,3327.51,456
"2025.05.22,10:40",3327.55,3329.26,3326.73,3328.15,377
"2025.05.22,10:45",3327.99,3329.57,3327.24,3329.48,336
"2025.05.22,10:50",3329.49,3329.69,3327.84,3329.18,336
"2025.05.22,10:55",3329.09,3330.64,3327.51,3327.54,351
"2025.05.22,11:00",3327.50,3328.72,3325.54,3327.01,435
"2025.05.22,11:05",3327.26,3329.91,3326.45,3327.92,446
"2025.05.22,11:10",3328.00,3329.61,3326.79,3326.97,392
"2025.05.22,11:15",3326.85,3326.87,3321.76,3323.83,477
"2025.05.22,11:20",3323.99,3324.25,3321.42,3322.36,392
"2025.05.22,11:25",3322.63,3322.91,3317.82,3318.64,426
"2025.05.22,11:30",3318.64,3318.64,3312.60,3314.47,467
"2025.05.22,11:35",3314.50,3315.86,3311.23,3315.40,430
"2025.05.22,11:40",3315.32,3316.91,3313.72,3314.88,414
"2025.05.22,11:45",3314.91,3314.91,3312.11,3313.88,419
"2025.05.22,11:50",3314.22,3315.47,3313.18,3315.19,416
"2025.05.22,11:55",3315.26,3315.26,3310.27,3311.35,405
"2025.05.22,12:00",3311.25,3313.79,3307.10,3313.56,489
"2025.05.22,12:05",3313.60,3313.76,3310.90,3311.12,426
"2025.05.22,12:10",3311.07,3311.67,3309.22,3311.37,380
"2025.05.22,12:15",3311.08,3311.15,3308.02,3308.52,358
"2025.05.22,12:20",3308.42,3309.35,3304.47,3304.83,456
"2025.05.22,12:25",3304.80,3307.63,3304.64,3306.57,388
"2025.05.22,12:30",3306.68,3308.48,3306.34,3308.27,376
"2025.05.22,12:35",3308.08,3309.83,3307.65,3308.11,358
"2025.05.22,12:40",3308.25,3309.62,3307.17,3308.44,356
"2025.05.22,12:45",3308.44,3309.63,3306.60,3309.49,376
"2025.05.22,12:50",3309.44,3309.82,3308.09,3309.63,288
"2025.05.22,12:55",3309.65,3309.82,3304.22,3304.79,360
"2025.05.22,13:00",3304.64,3307.46,3303.96,3304.82,387
"2025.05.22,13:05",3304.72,3305.62,3301.65,3304.77,430
"2025.05.22,13:10",3304.89,3306.58,3304.67,3304.82,339
"2025.05.22,13:15",3304.85,3305.29,3302.43,3303.93,387
"2025.05.22,13:20",3304.13,3304.36,3301.51,3302.86,370
"2025.05.22,13:25",3303.28,3303.28,3298.68,3299.38,405
"2025.05.22,13:30",3299.03,3299.03,3290.90,3295.58,477
"2025.05.22,13:35",3295.59,3298.65,3294.48,3296.24,418
"2025.05.22,13:40",3296.42,3299.83,3296.22,3299.30,413
"2025.05.22,13:45",3299.36,3300.44,3296.39,3297.48,398
"2025.05.22,13:50",3297.41,3297.74,3294.30,3296.37,437
"2025.05.22,13:55",3296.35,3296.35,3288.50,3289.71,470
"2025.05.22,14:00",3289.35,3289.35,3283.15,3288.56,503
"2025.05.22,14:05",3288.56,3290.03,3286.58,3287.90,468
"2025.05.22,14:10",3287.88,3293.79,3287.72,3293.47,448
"2025.05.22,14:15",3293.27,3293.78,3291.70,3292.30,391
"2025.05.22,14:20",3291.93,3295.85,3291.83,3294.54,436
"2025.05.22,14:25",3294.52,3296.81,3294.05,3294.88,405
"2025.05.22,14:30",3294.78,3297.30,3291.48,3296.79,412
"2025.05.22,14:35",3296.67,3299.28,3296.33,3297.81,445
"2025.05.22,14:40",3297.86,3300.58,3297.16,3299.98,394
"2025.05.22,14:45",3299.96,3303.72,3298.80,3301.42,430
"2025.05.22,14:50",3301.38,3309.11,3301.29,3307.21,457
"2025.05.22,14:55",3308.16,3314.71,3307.79,3314.56,508
"2025.05.22,15:00",3314.35,3314.52,3311.61,3312.83,460
"2025.05.22,15:05",3312.53,3314.29,3306.79,3307.45,490
"2025.05.22,15:10",3307.56,3308.75,3305.89,3307.13,474
"2025.05.22,15:15",3307.40,3310.19,3305.64,3309.47,454
"2025.05.22,15:20",3309.54,3312.68,3309.16,3309.16,460
"2025.05.22,15:25",3309.15,3311.95,3309.15,3310.72,382
"2025.05.22,15:30",3310.70,3311.50,3308.35,3310.36,392
"2025.05.22,15:35",3310.46,3311.02,3302.84,3304.85,478
"2025.05.22,15:40",3304.42,3307.84,3304.36,3306.80,481
"2025.05.22,15:45",3306.79,3308.08,3303.57,3303.87,432
"2025.05.22,15:50",3303.95,3304.80,3300.94,3303.56,468
"2025.05.22,15:55",3303.56,3305.13,3302.22,3304.04,443
"2025.05.22,16:00",3304.16,3312.27,3304.16,3312.00,502
"2025.05.22,16:05",3311.69,3312.89,3310.15,3312.04,473
"2025.05.22,16:10",3312.06,3314.97,3311.34,3314.83,438
"2025.05.22,16:15",3314.87,3315.72,3311.45,3314.50,452
"2025.05.22,16:20",3314.27,3315.47,3311.47,3313.06,448
"2025.05.22,16:25",3313.09,3313.85,3309.41,3311.14,429
"2025.05.22,16:30",3311.14,3313.26,3307.75,3312.07,480
"2025.05.22,16:35",3311.83,3312.09,3305.67,3306.33,516
"2025.05.22,16:40",3306.98,3309.87,3306.67,3309.65,457
"2025.05.22,16:45",3306.61,3309.30,3302.47,3302.66,497
"2025.05.22,16:50",3302.66,3305.06,3292.04,3296.25,536
"2025.05.22,16:55",3296.18,3296.58,3286.94,3287.90,460
"2025.05.22,17:00",3287.70,3289.81,3279.37,3283.65,525
"2025.05.22,17:05",3283.64,3295.39,3283.40,3292.39,330
"2025.05.22,17:10",3291.94,3294.11,3289.59,3290.05,485
"2025.05.22,17:15",3289.96,3293.59,3287.35,3293.58,463
"2025.05.22,17:20",3293.92,3296.19,3292.25,3294.83,460
"2025.05.22,17:25",3295.04,3298.63,3294.33,3297.58,472
"2025.05.22,17:30",3297.55,3299.18,3295.44,3298.27,468
"2025.05.22,17:35",3298.42,3300.30,3296.44,3299.81,432
"2025.05.22,17:40",3299.81,3302.97,3299.81,3302.49,463
"2025.05.22,17:45",3302.71,3304.47,3300.75,3301.01,454
"2025.05.22,17:50",3300.99,3301.09,3296.68,3300.73,465
"2025.05.22,17:55",3300.66,3302.53,3296.96,3296.96,436
"2025.05.22,18:00",3297.15,3298.77,3291.42,3292.59,479
"2025.05.22,18:05",3292.96,3293.52,3281.49,3285.07,508
"2025.05.22,18:10",3285.30,3289.65,3283.32,3289.48,493
"2025.05.22,18:15",3289.55,3293.19,3289.55,3290.61,476
"2025.05.22,18:20",3290.73,3294.07,3290.37,3292.73,437
"2025.05.22,18:25",3292.76,3294.67,3292.70,3294.40,430
"2025.05.22,18:30",3294.42,3295.70,3292.73,3293.52,426
"2025.05.22,18:35",3293.53,3293.81,3289.02,3289.34,420
"2025.05.22,18:40",3289.45,3293.91,3288.65,3292.31,414
"2025.05.22,18:45",3292.56,3294.40,3292.01,3293.33,401
"2025.05.22,18:50",3293.30,3295.22,3291.86,3294.77,389
"2025.05.22,18:55",3294.69,3295.39,3292.86,3294.75,393
"2025.05.22,19:00",3294.86,3296.63,3293.43,3294.82,411
"2025.05.22,19:05",3295.14,3295.55,3291.81,3292.73,403
"2025.05.22,19:10",3292.63,3294.09,3291.13,3293.67,389
"2025.05.22,19:15",3293.88,3296.13,3293.78,3294.38,400
"2025.05.22,19:20",3294.40,3298.78,3294.27,3298.77,395
"2025.05.22,19:25",3298.80,3299.79,3297.55,3299.70,374
"2025.05.22,19:30",3299.72,3300.15,3298.29,3298.89,368
"2025.05.22,19:35",3298.80,3303.19,3298.72,3303.19,373
"2025.05.22,19:40",3303.17,3304.71,3301.46,3302.65,403
"2025.05.22,19:45",3302.64,3304.73,3302.40,3304.68,373
"2025.05.22,19:50",3304.67,3304.80,3301.26,3301.89,368
"2025.05.22,19:55",3302.00,3302.14,3300.68,3301.54,375
"2025.05.22,20:00",3301.56,3301.76,3298.22,3298.45,383
"2025.05.22,20:05",3298.57,3299.48,3297.25,3299.26,384
"2025.05.22,20:10",3299.67,3300.80,3298.26,3298.37,381
"2025.05.22,20:15",3298.31,3300.56,3298.03,3299.16,370
"2025.05.22,20:20",3299.24,3299.87,3297.59,3297.71,381
"2025.05.22,20:25",3297.66,3297.94,3293.21,3295.76,421
"2025.05.22,20:30",3295.79,3297.44,3292.57,3293.38,394
"2025.05.22,20:35",3293.39,3293.81,3290.32,3293.80,375
"2025.05.22,20:40",3293.80,3295.50,3293.39,3295.12,350
"2025.05.22,20:45",3295.24,3296.06,3293.62,3294.62,346
"2025.05.22,20:50",3294.61,3295.26,3294.24,3294.93,317
"2025.05.22,20:55",3294.97,3298.79,3293.71,3296.63,391
"2025.05.22,21:00",3296.78,3298.63,3296.49,3298.20,374
"2025.05.22,21:05",3298.31,3298.86,3295.77,3296.60,368
"2025.05.22,21:10",3296.59,3297.96,3295.86,3297.92,342
"2025.05.22,21:15",3297.85,3297.85,3293.02,3293.31,351
"2025.05.22,21:20",3293.33,3295.61,3292.93,3295.31,357
"2025.05.22,21:25",3295.46,3296.27,3294.30,3294.83,359
"2025.05.22,21:30",3294.34,3294.93,3293.09,3293.34,327
"2025.05.22,21:35",3293.33,3295.31,3292.37,3295.14,341
"2025.05.22,21:40",3295.19,3295.45,3293.91,3294.04,361
"2025.05.22,21:45",3294.03,3295.65,3294.03,3294.95,311
"2025.05.22,21:50",3294.96,3296.02,3294.62,3295.08,317
"2025.05.22,21:55",3295.09,3295.27,3293.48,3293.82,315
"2025.05.22,22:00",3294.02,3297.07,3293.97,3296.87,329
"2025.05.22,22:05",3296.65,3297.07,3296.11,3296.36,290
"2025.05.22,22:10",3296.35,3296.94,3295.62,3295.62,292
"2025.05.22,22:15",3295.63,3296.46,3294.77,3294.93,298
"2025.05.22,22:20",3294.74,3295.01,3293.33,3293.41,331
"2025.05.22,22:25",3293.41,3293.48,3289.09,3290.20,372
"2025.05.22,22:30",3290.02,3291.79,3289.47,3291.79,363
"2025.05.22,22:35",3291.80,3294.17,3291.62,3294.04,341
"2025.05.22,22:40",3294.12,3294.24,3292.76,3293.21,322
"2025.05.22,22:45",3293.33,3293.53,3291.74,3291.90,315
"2025.05.22,22:50",3291.76,3293.43,3290.93,3293.32,332
"2025.05.22,22:55",3293.12,3293.34,3290.17,3290.32,379
"2025.05.22,23:00",3290.32,3291.97,3289.81,3291.31,266
"2025.05.22,23:05",3291.33,3291.46,3290.29,3290.29,180
"2025.05.22,23:10",3290.32,3291.16,3289.61,3291.13,167
"2025.05.22,23:15",3291.06,3291.69,3290.97,3291.57,124
"2025.05.22,23:20",3291.62,3292.03,3291.21,3291.53,169
"2025.05.22,23:25",3291.49,3293.49,3291.19,3293.03,228
"2025.05.22,23:30",3293.05,3294.40,3292.90,3293.91,235
"2025.05.22,23:35",3293.83,3294.91,3293.70,3293.73,219
"2025.05.22,23:40",3293.73,3293.73,3292.57,3293.28,137
"2025.05.22,23:45",3293.36,3294.61,3293.17,3294.19,182
"2025.05.22,23:50",3294.20,3295.53,3293.40,3295.10,169
"2025.05.22,23:55",3294.56,3294.75,3294.30,3294.71,97
"2025.05.23,01:00",3294.54,3298.38,3294.13,3297.54,298
"2025.05.23,01:05",3297.54,3298.15,3295.90,3296.08,157
"2025.05.23,01:10",3296.10,3297.22,3295.93,3296.59,132
"2025.05.23,01:15",3296.58,3296.89,3295.18,3295.63,167
"2025.05.23,01:20",3295.55,3296.27,3295.20,3296.12,123
"2025.05.23,01:25",3295.98,3298.60,3295.98,3298.49,169
"2025.05.23,01:30",3298.46,3298.51,3295.26,3295.54,170
"2025.05.23,01:35",3295.99,3297.07,3295.69,3297.00,159
"2025.05.23,01:40",3297.34,3298.24,3297.03,3297.91,128
"2025.05.23,01:45",3297.83,3299.36,3296.58,3296.61,177
"2025.05.23,01:50",3296.62,3297.73,3296.39,3296.62,132
"2025.05.23,01:55",3296.65,3297.76,3296.30,3297.76,118
"2025.05.23,02:00",3297.76,3299.65,3297.67,3299.38,160
"2025.05.23,02:05",3299.56,3301.39,3299.41,3300.14,211
"2025.05.23,02:10",3300.19,3301.73,3298.94,3299.22,195
"2025.05.23,02:15",3299.19,3299.19,3297.41,3298.27,198
"2025.05.23,02:20",3298.26,3298.95,3297.86,3298.68,131
"2025.05.23,02:25",3298.69,3299.44,3298.38,3299.29,105
"2025.05.23,02:30",3299.28,3300.22,3298.09,3299.03,145
"2025.05.23,02:35",3299.14,3300.09,3298.69,3299.42,116
"2025.05.23,02:40",3299.36,3299.77,3298.31,3298.75,151
"2025.05.23,02:45",3298.79,3301.65,3298.79,3301.54,179
"2025.05.23,02:50",3301.50,3301.98,3300.59,3301.11,168
"2025.05.23,02:55",3301.09,3301.65,3299.58,3300.05,270
"2025.05.23,03:00",3300.07,3300.98,3294.23,3295.42,397
"2025.05.23,03:05",3294.79,3298.63,3293.50,3298.61,341
"2025.05.23,03:10",3298.69,3300.19,3298.64,3299.97,307
"2025.05.23,03:15",3300.20,3302.81,3300.17,3302.81,326
"2025.05.23,03:20",3302.81,3305.78,3302.68,3304.64,375
"2025.05.23,03:25",3304.68,3304.72,3302.24,3303.25,304
"2025.05.23,03:30",3303.22,3308.46,3303.12,3308.08,398
"2025.05.23,03:35",3307.86,3308.85,3306.42,3306.71,383
"2025.05.23,03:40",3306.72,3306.74,3302.77,3302.84,374
"2025.05.23,03:45",3302.88,3303.84,3295.66,3295.84,427
"2025.05.23,03:50",3295.92,3295.92,3287.05,3294.97,508
"2025.05.23,03:55",3294.68,3300.93,3293.92,3300.93,454
"2025.05.23,04:00",3301.35,3305.29,3297.94,3301.69,495
"2025.05.23,04:05",3301.76,3306.40,3301.76,3304.38,453
"2025.05.23,04:10",3304.21,3305.82,3302.92,3303.27,415
"2025.05.23,04:15",3303.28,3305.16,3299.69,3300.54,397
"2025.05.23,04:20",3300.47,3303.37,3299.47,3303.08,361
"2025.05.23,04:25",3303.07,3304.43,3301.47,3303.94,362
"2025.05.23,04:30",3304.11,3304.54,3297.60,3298.21,409
"2025.05.23,04:35",3298.20,3301.54,3295.95,3300.35,427
"2025.05.23,04:40",3300.35,3304.86,3300.29,3304.34,393
"2025.05.23,04:45",3304.35,3305.31,3302.83,3303.96,354
"2025.05.23,04:50",3303.96,3305.20,3301.22,3302.34,401
"2025.05.23,04:55",3302.40,3305.62,3301.73,3305.17,392
"2025.05.23,05:00",3305.28,3305.28,3303.20,3303.94,373
"2025.05.23,05:05",3303.89,3303.89,3299.07,3300.29,374
"2025.05.23,05:10",3300.26,3300.72,3297.28,3299.13,387
"2025.05.23,05:15",3299.29,3300.36,3295.20,3296.32,344
"2025.05.23,05:20",3295.99,3297.82,3295.82,3296.64,271
"2025.05.23,05:25",3296.62,3297.98,3293.91,3294.23,305
"2025.05.23,05:30",3294.18,3294.31,3291.25,3293.45,409
"2025.05.23,05:35",3293.47,3297.93,3293.34,3296.02,378
"2025.05.23,05:40",3296.13,3296.79,3292.32,3294.01,354
"2025.05.23,05:45",3293.90,3294.11,3291.05,3293.56,368
"2025.05.23,05:50",3293.57,3296.11,3293.55,3295.75,324
"2025.05.23,05:55",3295.71,3298.11,3295.58,3296.94,359
"2025.05.23,06:00",3296.87,3298.85,3296.56,3297.72,363
"2025.05.23,06:05",3297.74,3298.58,3297.18,3298.44,336
"2025.05.23,06:10",3298.44,3300.20,3298.25,3298.91,327
"2025.05.23,06:15",3298.89,3299.62,3297.84,3297.93,286
"2025.05.23,06:20",3297.93,3300.18,3297.10,3299.65,319
"2025.05.23,06:25",3299.67,3299.82,3298.05,3298.35,345
"2025.05.23,06:30",3298.19,3300.18,3297.90,3300.13,276
"2025.05.23,06:35",3300.11,3301.05,3298.84,3300.99,255
"2025.05.23,06:40",3300.99,3301.64,3300.06,3301.19,276
"2025.05.23,06:45",3301.49,3303.37,3301.47,3302.12,253
"2025.05.23,06:50",3302.19,3302.31,3299.51,3301.36,279
"2025.05.23,06:55",3301.42,3302.72,3301.24,3302.07,278
"2025.05.23,07:00",3302.02,3304.17,3301.94,3303.39,272
"2025.05.23,07:05",3303.41,3304.15,3302.32,3304.01,246
"2025.05.23,07:10",3304.02,3306.23,3304.00,3305.98,305
"2025.05.23,07:15",3306.02,3310.28,3306.02,3310.28,352
"2025.05.23,07:20",3310.00,3312.30,3309.46,3311.65,362
"2025.05.23,07:25",3311.67,3313.57,3311.49,3311.90,328
"2025.05.23,07:30",3312.14,3314.31,3312.14,3313.84,305
"2025.05.23,07:35",3313.85,3314.56,3313.29,3313.89,311
"2025.05.23,07:40",3313.87,3314.63,3312.73,3313.85,307
"2025.05.23,07:45",3313.83,3315.05,3313.63,3314.81,275
"2025.05.23,07:50",3314.81,3316.14,3313.00,3313.78,358
"2025.05.23,07:55",3313.72,3314.34,3313.20,3313.60,286
"2025.05.23,08:00",3313.55,3315.88,3313.55,3314.71,277
"2025.05.23,08:05",3314.70,3315.04,3312.55,3314.66,275
"2025.05.23,08:10",3314.66,3318.06,3314.44,3317.88,283
"2025.05.23,08:15",3317.74,3318.81,3316.69,3318.05,389
"2025.05.23,08:20",3318.01,3321.28,3317.41,3320.91,371
"2025.05.23,08:25",3321.12,3321.90,3319.70,3320.28,388
"2025.05.23,08:30",3320.31,3321.13,3317.96,3318.38,426
"2025.05.23,08:35",3318.28,3320.12,3317.76,3319.63,393
"2025.05.23,08:40",3319.62,3320.32,3316.49,3317.37,377
"2025.05.23,08:45",3317.89,3321.04,3317.89,3321.04,405
"2025.05.23,08:50",3321.03,3324.63,3321.03,3324.26,426
"2025.05.23,08:55",3324.28,3325.69,3323.28,3323.79,396
"2025.05.23,09:00",3323.64,3329.86,3323.09,3329.22,460
"2025.05.23,09:05",3329.19,3329.90,3327.66,3327.90,458
"2025.05.23,09:10",3327.67,3329.53,3326.63,3328.38,411
"2025.05.23,09:15",3328.37,3330.11,3326.49,3326.83,407
"2025.05.23,09:20",3326.75,3327.93,3324.63,3324.63,397
"2025.05.23,09:25",3324.62,3328.38,3324.47,3325.90,412
"2025.05.23,09:30",3325.75,3327.40,3325.38,3326.73,387
"2025.05.23,09:35",3326.88,3328.55,3325.46,3326.53,373
"2025.05.23,09:40",3326.51,3328.53,3325.54,3328.53,358
"2025.05.23,09:45",3328.50,3331.98,3328.42,3329.33,422
"2025.05.23,09:50",3329.34,3331.14,3329.04,3329.82,393
"2025.05.23,09:55",3329.74,3331.07,3329.06,3330.94,393
"2025.05.23,10:00",3331.09,3332.83,3328.28,3328.60,410
"2025.05.23,10:05",3328.55,3329.82,3326.75,3327.50,408
"2025.05.23,10:10",3328.04,3330.66,3327.74,3330.01,360
"2025.05.23,10:15",3330.04,3331.23,3329.96,3330.63,352
"2025.05.23,10:20",3330.64,3332.16,3330.16,3330.74,379
"2025.05.23,10:25",3330.73,3331.31,3329.12,3330.92,367
"2025.05.23,10:30",3330.93,3330.99,3329.21,3329.30,342
"2025.05.23,10:35",3329.30,3330.78,3328.70,3329.72,334
"2025.05.23,10:40",3329.71,3331.66,3329.57,3331.27,347
"2025.05.23,10:45",3331.26,3334.33,3330.68,3333.64,397
"2025.05.23,10:50",3333.63,3333.64,3330.83,3331.49,359
"2025.05.23,10:55",3331.40,3332.02,3329.25,3329.25,370
"2025.05.23,11:00",3329.14,3329.43,3325.55,3327.36,403
"2025.05.23,11:05",3327.35,3329.22,3326.34,3328.22,385
"2025.05.23,11:10",3328.23,3329.21,3327.29,3329.10,323
"2025.05.23,11:15",3329.11,3329.35,3326.92,3327.39,318
"2025.05.23,11:20",3327.39,3327.39,3324.38,3325.66,370
"2025.05.23,11:25",3325.78,3326.04,3322.78,3322.98,396
"2025.05.23,11:30",3322.97,3326.78,3322.62,3326.78,354
"2025.05.23,11:35",3326.86,3327.58,3326.18,3326.88,340
"2025.05.23,11:40",3326.88,3326.95,3325.69,3325.69,276
"2025.05.23,11:45",3325.59,3326.67,3323.82,3324.61,321
"2025.05.23,11:50",3324.58,3326.46,3324.01,3325.79,326
"2025.05.23,11:55",3325.80,3327.46,3325.28,3326.37,313
"2025.05.23,12:00",3326.37,3329.22,3324.94,3329.19,406
"2025.05.23,12:05",3329.13,3329.13,3326.18,3328.14,372
"2025.05.23,12:10",3327.96,3328.63,3327.11,3328.17,319
"2025.05.23,12:15",3328.15,3329.37,3327.79,3328.44,363
"2025.05.23,12:20",3328.41,3331.30,3328.17,3330.84,371
"2025.05.23,12:25",3330.86,3334.07,3328.86,3332.34,395
"2025.05.23,12:30",3332.17,3333.80,3330.15,3331.51,379
"2025.05.23,12:35",3331.48,3331.53,3329.74,3329.87,324
"2025.05.23,12:40",3330.01,3330.18,3329.24,3329.58,291
"2025.05.23,12:45",3329.64,3331.26,3327.83,3329.35,357
"2025.05.23,12:50",3329.48,3330.31,3329.10,3329.32,341
"2025.05.23,12:55",3329.49,3329.81,3327.53,3328.62,350
"2025.05.23,13:00",3328.72,3329.21,3324.65,3325.75,379
"2025.05.23,13:05",3325.60,3326.84,3323.46,3324.11,365
"2025.05.23,13:10",3324.10,3326.70,3324.08,3326.57,348
"2025.05.23,13:15",3326.36,3328.56,3325.87,3328.15,332
"2025.05.23,13:20",3328.13,3328.45,3327.00,3327.80,332
"2025.05.23,13:25",3327.83,3328.51,3326.88,3328.03,302
"2025.05.23,13:30",3327.77,3328.10,3326.29,3326.77,302
"2025.05.23,13:35",3326.78,3330.42,3326.30,3329.77,344
"2025.05.23,13:40",3329.76,3331.59,3329.39,3331.40,340
"2025.05.23,13:45",3331.40,3331.40,3328.94,3329.15,280
"2025.05.23,13:50",3329.04,3331.80,3328.89,3331.00,309
"2025.05.23,13:55",3330.96,3330.96,3328.31,3328.63,311
"2025.05.23,14:00",3328.58,3328.63,3327.03,3328.26,344
"2025.05.23,14:05",3328.49,3329.93,3328.49,3328.70,271
"2025.05.23,14:10",3328.64,3328.79,3326.63,3326.82,306
"2025.05.23,14:15",3326.81,3328.66,3325.47,3328.41,314
"2025.05.23,14:20",3329.03,3333.57,3326.87,3331.00,489
"2025.05.23,14:25",3331.12,3331.84,3329.19,3331.40,459
"2025.05.23,14:30",3331.72,3332.15,3327.94,3327.99,416
"2025.05.23,14:35",3327.99,3328.58,3325.03,3326.18,383
"2025.05.23,14:40",3326.10,3335.68,3324.56,3334.74,440
"2025.05.23,14:45",3333.44,3348.48,3330.49,3346.69,570
"2025.05.23,14:50",3346.80,3349.74,3339.57,3343.44,563
"2025.05.23,14:55",3343.56,3348.47,3341.38,3348.03,522
"2025.05.23,15:00",3347.43,3354.19,3347.43,3348.89,538
"2025.05.23,15:05",3348.65,3355.42,3344.95,3351.69,525
"2025.05.23,15:10",3351.59,3353.72,3345.15,3350.07,515
"2025.05.23,15:15",3349.98,3353.04,3347.32,3348.60,497
"2025.05.23,15:20",3348.61,3352.75,3346.57,3351.91,491
"2025.05.23,15:25",3351.80,3352.04,3346.13,3347.56,457
"2025.05.23,15:30",3347.62,3355.61,3346.21,3354.25,459
"2025.05.23,15:35",3354.15,3359.57,3352.87,3358.51,483
"2025.05.23,15:40",3358.74,3360.43,3355.51,3358.08,501
"2025.05.23,15:45",3358.11,3360.26,3356.28,3356.84,491
"2025.05.23,15:50",3357.02,3359.06,3350.64,3352.25,498
"2025.05.23,15:55",3352.01,3358.92,3350.47,3357.07,475
"2025.05.23,16:00",3357.49,3364.53,3357.49,3360.41,532
"2025.05.23,16:05",3360.31,3361.19,3354.12,3354.40,498
"2025.05.23,16:10",3353.81,3356.38,3353.74,3355.13,472
"2025.05.23,16:15",3355.33,3358.15,3353.60,3353.69,466
"2025.05.23,16:20",3353.53,3354.88,3347.40,3351.21,490
"2025.05.23,16:25",3351.03,3351.94,3345.80,3350.93,472
